Name,HMIS Code,FacilityType,AgencyName,OperationalStatus,DistrictName,Latitude,Longitude,Address,ContactPhone,HasRefrigerator,HasPower,StaffCount,CatchmentRadius
Perlmart Pharmacy,3428758510,pharmacy,,,Kampala,0.34889794,32.59905586,,,,,,
Kyebando Health Clinic Merternity Center,4123360428,doctor,,,Kampala,0.35657174,32.58291399,"Kyebando Ring Road, kampala",,,,,
DR. OPIO HC II,11151230010,hospital,,,Soroti,1.71422656,33.60833030,,,,,,
Kali Health Centre II,9997547,doctors,Local government/medical teams international.;Unicef;Medicalteamsinternational;LWF;IDI;CUAMM.,operational,Obongi,3.47103332,31.56689079,,,,,4,
BUTOLOOGO,11029993023,clinic,,,Mubende,0.80833193,31.53747743,,,,,,
HEALTH CENTRE III,11029992848,clinic,,,Kikuube,1.42114108,31.25187422,,,,,,
NYAKANYINYA HC II,2863014,clinic,,,Rukungiri,-0.71320612,29.95784274,,,,,,
Marphu Drug Shop,5573437712,pharmacy,Marphu drug shop,operational,Yumbe,3.39795662,31.16847169,,,,,2,
Health Centre III Yinga,4888131316,clinic,Government of Uganda,operational,Arua,3.26052777,31.24223378,,,,,,
ALIWANG HEALTH CENTRE III,6458947,hospital,,,Otuke,2.42514464,33.28341403,,,,,,
Bukendi Health Center 2,4050202979,doctors,,,Luuka,0.76055005,33.36198172,Luuka,,,,,
BUSUNGA HEALTH CENTRE II,11001734204,clinic,,,Bundibugyo,0.63599639,29.97189055,,,,,,
Amaniyo Drug Shop,5789318207,doctors,Private,operational,Adjumani,3.28704493,31.88750822,,,,,1,
ADUKU MISSION HEALTH CENTRE II,4110080,hospital,,,Kwania,1.99003208,32.71265429,,,,,,
Trinity Medical Centre,542570655,doctors,,,Bududa,1.01183925,34.33099284,,,,,,
MACHS HEALTH CENTER,11010338030,clinic,,,Kampala,0.37922710,32.55754684,,,,,,
St Mark Drug Shop,9992537218,doctor,,,Lira,2.23334255,32.89298197,,,,,,
Maratatu OPD,6007027149,doctors,MSF,operational,Kikuube,1.17775802,30.79399810,,,,,27,
BIGAAGA HEALTH CENTRE II,11001446292,clinic,,,Rukungiri,-0.78505747,29.83617547,,,,,,
Home Care Clinic,5789319856,doctors,Private;None,operational,Adjumani,3.39213329,32.01889992,,,,,1,
EMESCO HEALTH CENTRE,11029979777,clinic,,,Kibaale,0.76284577,31.07729687,,,,,,
NDAAPI H/C II,11054959816,hospital,,,Arua,3.22001912,31.15248430,,,,,,
KALAGALA HEALTH CENTRE 11,11056452290,clinic,,,Buikwe,0.51564525,33.02815482,,,,,,
ST FRANCIS OF ASSISI MATERNITY HOME,11001694801,hospital,,,Kalungu,-0.14327267,31.87773543,,,,,,
Hope Comprehensive Medical Centre,10102721892,doctors,,,Gulu,2.78317512,32.31590503,,,,,,
Olwal Health Centre II,5456940757,doctors,,,Amuru,2.83768448,32.07898425,,,,,,
Paraa Dispensary,3713816553,pharmacy,,,Masindi,2.25827704,31.53781757,,,,,,
KIKUUBE HEALTHCENTRE IV,11029992923,hospital,,,Kikuube,1.34031439,31.22202887,,,,,,
PAUL'S CLINIC,11001730389,clinic,,,Kasese,0.05354230,30.05165518,,,,,,
Good Hope Medical Clinic And Laboratory Services,10198909177,clinic,private,,Lira,2.26730435,32.89862818,Lira,,,,2,
IRONGO H/C III,4778812,hospital,,,Luuka,0.73528037,33.25128838,,,,,,
Professor Wamukota Memorial Health centre,3953380283,clinic,,,Mbale,0.86957095,34.17181489,"Mbale Tororo road, mbale",,,,,
Uganda Virus Research Institute Clinic,3727814014,clinic,,,Wakiso,0.07189414,32.46017326,,,,,,
KANAWAT HC III,8491550,hospital,,,Kotido,2.93864140,33.89150275,,,,,,
Cinoma Pharmacy,9909133565,pharmacy,,,Lira,2.24152505,32.88841802,,,,,,
HAHOOLA HC II,5226287,clinic,,,Butaleja,0.85469776,33.89332867,,,,,,
Lwoso Central Clinic,3947997573,doctors,,,Mbale,1.08876316,34.23494629,"Buchikari Street, mbale",,,,,
Pubungu Modern Clinic,8494122135,clinic,,,Nebbi,2.48105294,31.09841356,,,,,,
Dr. E. G. Mugadou - Ear & throat,3941923364,doctors,,,Kampala,0.31496330,32.58234277,,,,,,
BUKANGA H/C III,5174910,hospital,,,Luuka,0.70811345,33.35775079,,,,,,
Ocen Drugshop,3990903355,clinic,,,Tororo,0.62465610,34.09736975,Magola,,,,,
Tumaini Hospital,8684522929,hospital,,,Kampala,0.36776065,32.57853244,Bahai Road,,,,,
LAMEZIA HOSPITAL,11029979769,clinic,,,Kazo,0.12802213,30.89041354,,,,,,
ST AGATHA,11001694577,hospital,,,Ssembabule,-0.26089868,31.35570958,,,,,,
ATABU HEALTH CENTRE 11,11073118368,hospital,,,Dokolo,2.05048740,33.13229586,,,,,,
Gamatimbei,3959785081,doctor,,,Bulambuli,1.29367798,34.35185045,Namisuni,,,,,
Euro Group Pharmacy,3653099410,pharmacy,,,Kampala,0.31901142,32.59231815,,,,,,
BULIISA HEALTH CENTRE,11066741251,hospital,,,Buliisa,2.11654182,31.41183379,,,,,,
Health Centre Point Services,4121413930,clinic,,,Kampala,0.31502918,32.57738269,"Johnson Street, kampala",,,,,
ILY Pharmaceuticals Limited,4123414707,pharmacy,,,Kampala,0.31395705,32.57683879,"William Street, Kampala",,,,,
Nyakabande Health Center II,8274342517,clinic,government,,Kisoro,-1.27943000,29.74204997,,,,,6,
Unity Drug Shop.,5789319898,doctors,,non operational,Obongi,3.48599996,31.64152996,,,,,1,
PURANGA HC II,11073166730,hospital,,,Pader,2.63637907,32.92992638,,,,,,
ST PETER'S HEALTH CENTER II,11056452116,clinic,,,Iganga,0.56159719,33.45147488,,,,,,
Bulalu Health Centre II,4050456346,doctors,,,Luuka,0.86685672,33.32233289,Bukooma,,,,,
IHUNGA HEALTH UNIT II,11001446301,clinic,,,Ntungamo,-0.83228061,30.17800776,,,,,,
SCO. Ggeera Drug Shop,7060166180,pharmacy,,,Kampala,0.36490762,32.55839953,,,,,,
MUSENENE,11001734015,hospital,,,Kasese,0.01559717,29.81057018,,,,,,
ARIBI AFYA'S CLINIC,11073166766,hospital,,,Dokolo,1.94633764,33.10607610,,,,,,
Fula Baseline Santula Medical Complex Drug shop,5789318240,doctors,Private,operational,Adjumani,3.46955324,31.87990827,,,,,1,
Pajulu,5406574330,doctors,Individual based,operational,Arua,2.91852165,31.00559664,,,,,,
New Life Medical Center,3946019055,clinic,,,Mbale,0.97992063,34.20422192,"Mbale Manafwa, mbale",,,,,
LUGAZI MISSION,11010338211,clinic,,,Buikwe,0.36370406,32.93721528,,,,,,
MOHT Pharmacy,8539745320,pharmacy,,,Wakiso,0.38620025,32.65321595,,,,,,
Sure Step Drug Shop,3955128193,pharmacy,,,Mbale,1.05276423,34.16813733,"Marare Road, mbale",,,,,
OFUA,11054959899,hospital,,,Adjumani,3.25539235,31.78600313,,,,,,
IRIMYA HEALTH CENTRE 11,11007309044,hospital,,,Ibanda,-0.14309514,30.27943742,,,,,,
Emerald Community Medical Center,10102833338,doctors,,,Gulu,2.78723774,32.31039360,,,,,,
KYANTONGO,11010338152,hospital,,,Mityana,0.58246520,32.02581038,,,,,,
HEALTH CENTRE III,11054959871,hospital,,,Moyo,3.56710267,31.92410353,,,,,,
PUNENA HC II,1104152,hospital,,,Gulu,2.87745376,32.33186175,,,,,,
LOTEDE HEALTH CENTRE 11,11151161579,hospital,,,Nabilatuk,2.06875542,34.58739526,,,,,,
KASHARENGENYI,11001478501,hospital,,,Kabale,-1.34293692,30.04784175,,,,,,
BOU MEDICAL CENTER,11010338299,hospital,,,Kampala,0.31925466,32.57267416,,,,,,
KAYANJA,11001734221,clinic,,,Kasese,-0.08371044,29.76405339,,,,,,
Denture Care,8460245525,dentist,,,Kampala,0.34311224,32.59256726,Old Kiira Road,,,,,
OCAN COMMUNITY CLINIC,11073166752,hospital,,,Alebtong,2.20659238,33.19290054,,,,,,
BATTA HEALTH CENTRE 111,11073166723,hospital,,,Dokolo,2.07265367,33.21045233,,,,,,
AA Health Care,10102653183,doctors,,,Gulu,2.75492626,32.30803367,,,,,,
Zenah Drug Shop,4086620658,clinic,,,Kampala,0.37230767,32.58552387,"Kitara Road, kampala",,,,,
Family Pharmacy,4064826985,pharmacy,,,Kampala,0.32086919,32.57369809,"Bombo Road, Kampala",,,,,
Family Health Centre,3953213710,clinic,,,Mbale,1.07125714,34.18040483,"Plot 56, Naboa Road, mbale",,,,,
Harma Hospital,10020565425,hospital,,,Arua,3.03170777,30.90403664,,,,,,
JOINT MEDICAL RESEARCH CENTRE SERVICE,11056452344,doctor,,,Jinja,0.43197970,33.20761523,,,,,,
Bidibidi Reception Health Centre III,5948762065,clinic,Action Against Hunger;IRC;NRC;TPO;Peace Winds;World Vision,operational,Yumbe,3.48804825,31.39796325,,,,True,9,
Rokana Pharmacy,4102399382,doctors,,,Kampala,0.28873934,32.60671818,"Ggaba Road, kampala",,,,,
Life Saving Centre,3074789356,clinic,,,Kumi,1.47147039,33.86648193,,,,,,
KABALEGA MEDICAL CENTRE,11029993000,clinic,,,Hoima,1.43457928,31.35050332,,,,,,
BISON HEALTH CENTRE III,5820030,hospital,,,Tororo,0.70149049,34.17857372,,,,,,
Saint Frances Drug shop,3990269125,pharmacy,,,Tororo,0.75284398,34.12780956,Kisoko,,,,,
Good Hope Medical Center,8453954423,clinic,,,Koboko,3.42326586,30.97304946,Moyo Road,,,,,
COMMUNITY POVERTY ALLEVIATION UG RURAL MEDICAL CENTER,11029992921,clinic,,,Kakumiro,0.92243729,31.42696472,,,,,,
KIBATE HC III,8385203,hospital,,,Bunyangabu,0.55750615,30.13295536,,,,,,
Rock Drug Shop,3958427003,clinic,,,Kapchorwa,1.39588272,34.45049942,"Kapchorwa Stage, Kapchorwa Town Council",,,,,
NYABBANI H/C III,7162952,hospital,,,Kitagwenda,0.08910336,30.39822617,,,,,,
KINYATSI,11001734029,hospital,,,Kasese,0.11696933,29.74451693,,,,,,
St. Mary's Drugshop,4824896921,pharmacy,,,Wakiso,0.22992864,32.55062338,,,,,,
MBARARA EPICENTRE,11007308912,hospital,,,Mbarara,-0.31542656,30.54861025,,,,,,
MARIE STOPES UGANDA,10128402887,clinic,,,Masaka,-0.34425017,31.73937049,,,,,,
NNINDYE HEALTH CENTRE 11,11001694653,clinic,,,Mpigi,-0.04351930,31.98836448,,,,,,
Kabigi Muslim HC III,9796703,hospital,Private Not for Profit,,Bukomansimbi,-0.16160364,31.66760522,,,,,,
Genesis Psychiatric Clinic,3967544901,clinic,,,Kaliro,0.89111437,33.50408767,"Iganga Road, Kaliro",,,,,
KASONGANYANJA,11001734118,hospital,,,Bunyangabu,0.42396609,30.21166034,,,,,,
KASOJO HEALTH CENTRE II,11029992942,clinic,,,Kagadi,1.01060753,30.66226106,,,,,,
Bukinda Health Center,2073075501,hospital,,,Ntungamo,-1.01705766,30.18830526,,,,,,
JOY MEDICAL CENTER,11010338050,hospital,,,Kampala,0.29308125,32.56783143,,,,,,
Hannah Islamic Health Center,4121028171,doctors,,,Kampala,0.31205084,32.57607947,"Ben Kiwanuka Street, Kampala",,,,,
Health Link,4121413931,pharmacy,,,Kampala,0.31450129,32.57726929,kampala,,,,,
KAREERA,11007308953,hospital,,,Sheema,-0.62147717,30.30631827,,,,,,
Agiermach,8632128772,clinic,private,,Zombo,2.57476664,30.86308996,,,,,17,
Drug Shop,5639737534,pharmacy,Private,operational,Kikuube,1.18721826,30.78319324,,,,,1,
Run Dental Clinic,9147833048,clinic,private,,Kampala,0.36242448,32.57380898,Kanyanya,,,,11,
Drug Shop,8453951422,pharmacy,,,Madi Okollo,3.05867780,31.31642569,Eden III;Eden IV,,,,,
ATUTUR HOSPITAL,11056451908,clinic,,,Kumi,1.40982367,33.99135435,,,,,,
St. John's Kisiza Medical Centre,8336695398,doctors,private,,Kisoro,-1.15099393,29.63010119,,,,,1,
Makindye Maternity Home,9420355,clinic,,,Kampala,0.28834614,32.57719837,"Namasole Kiyemba Road, Kampala",,,,,
Good Shepherd Drug Shop,9147833019,clinic,private,,Kampala,0.38224718,32.56041512,,,,,1,
TORO KAHUNA HCIII,11029992844,hospital,,,Kabarole,0.81036764,30.41495569,,,,,,
ANGELA DOMICILIARY CLINIC KYAKABALE,11007285458,hospital,,,Mbarara,-0.32403956,30.58103045,,,,,,
KAKOMA HEALTH CENTRE II,11001694741,clinic,,,Lwengo,-0.47442674,31.35587747,,,,,,
Diana Najjuma Lwasa Clinic,8283089151,clinic,Island Mission Uganda,,Wakiso,-0.02389986,32.28114855,,,,,,
TOROMA HC III,11151161547,hospital,,,Katakwi,1.75221167,33.95722157,,,,,,
KIYINDA,11010338054,clinic,,,Mityana,0.39564079,32.05239929,,,,,,
KIGINGI HEALTH UNIT,11073118349,hospital,,,Buyende,1.33529598,33.06232935,,,,,,
Dubai,5406574328,doctors,God's Grace,operational,Arua,2.94662265,30.96216598,,,,,,
AKUGORA CLINIC,11010334398,hospital,,,Kampala,0.35124445,32.55848284,,,,,,
Yogi Limited,4064824227,doctor,,,Kampala,0.32086399,32.57364420,"10, Bombo Road, kampala",,,,,
OKOLLO HC 3,9500812,hospital,,,Madi Okollo,2.65549367,31.14758659,,,,,,
Jim Medical Centre,8575855517,clinic,,,Kabarole,0.65537007,30.27384510,,,,,,
BUYENGO,11056452374,clinic,,,Busia,0.41357069,34.08312873,,,,,,
Bulumbi Health Centre 3,4728564,doctors,,,Busia,0.49223192,33.99083887,"Busia Road, Bulumbi",,,,,
RUKONI HEALTH CENTRE II,11001478319,clinic,,,Ntungamo,-0.78566441,30.12802320,,,,,,
Boom Pharmacy and Cosmetics,5391630124,pharmacy,,,Kampala,0.36645257,32.62453802,,,,,,
AKETA HEALTH CENTRE III,7235216,hospital,,,Katakwi,2.11223319,33.95125273,,,,,,
EYE CARE CENTRE,11001694590,doctors,,,Kyotera,-0.63082853,31.54434590,,,,,,
Bukoto HC3 6 PEP,7651410074,clinic,,,Butambala,0.03699198,31.88576797,,,,,,
Kpc clinic,4086729491,clinic,,,Kampala,0.38271783,32.58017848,"Kazanyiro road, kampala",,,,,
Noorain Health Care,5338522785,doctors,,operational,Arua,3.03349873,30.91358153,,,,,,
OCEA H/C 11,11054940370,hospital,,,Madi Okollo,3.07374108,31.28212158,,,,,,
Desire clinic,8684523021,clinic,,,Kampala,0.37583972,32.57620939,Gayaza Road,,,,,
BUSHARA H/L II,11029992988,clinic,,,Kazo,0.13406473,30.82419105,,,,,,
KICWAMBA HEALTH CENTRE II,11007285470,hospital,,,Kitagwenda,0.02871158,30.38707019,,,,,,
LUMINO,11056451960,clinic,,,Busia,0.33060326,33.99880830,,,,,,
BUGOLOBI,11010338134,hospital,,,Kampala,0.31982665,32.62265813,,,,,,
Dr. Lubega,1327549525,doctors,,,Kampala,0.35069258,32.56298820,Bombo Road,,,,,
KIKANDWA,11029993015,clinic,,,Kassanda,0.57943338,31.66741965,,,,,,
Koboli Health Centre 2,1854429,clinic,,,Bukedea,1.24766653,33.94792277,"Pallisa Road, Kidongole",,,,,
KEYO,11054940374,hospital,,,Adjumani,3.43751342,31.80697582,,,,,,
Central,5333865329,clinic,Government,operational,Arua,3.01675118,30.93458658,,,,True,,
NKOKO HEALTH CENTRE II,1060783,clinic,,,Kasese,0.24438348,30.21606487,,,,,,
MUGARUTSYA HEALTH CENTRE II,8345651,hospital,,,Mbarara,-0.51269005,30.49263993,,,,,,
Medical center and Pharmacy,9794272428,pharmacy,,,Wakiso,0.47204393,32.55175050,,,,,,
Community Pharmacy,1655899459,pharmacy,,,Gulu,2.77244578,32.30007732,,,,,,
INTECTIOUS DISEASE INSTITUTE,11010338460,hospital,,,Kiboga,0.91214305,31.76862903,,,,,,
HOIMA REGIONAL REFERRAL HOSPITAL,11029992880,clinic,,,Hoima,1.42807149,31.35532443,,,,,,
NAWANZU,11056452187,clinic,,,Iganga,0.54235989,33.49289397,,,,,,
FAMILY RESEARCH HEALTH CENTRE,11029992904,clinic,,,Kiruhura,-0.07507692,31.05302036,,,,,,
Kisembo Medical Clinic,10583475441,clinic,private,,Hoima,1.42599663,31.34636493,Hoima,,,,,
New World Drug Shop.,5789319901,doctors,,non operational,Obongi,3.48489782,31.62539396,,,,,,
BUTAAKA,11010338316,clinic,,,Butambala,0.24919226,32.16598405,,,,,,
Namwendwa Clinic,2874396068,clinic,,,Kamuli,0.92401208,33.26635225,,,,,,
Affirm Pharmacy,4114246921,pharmacy,,,Kampala,0.31431672,32.58561498,"Kimathi Avenue, Kampala",,,,,
BMC KABWOHE,11007309043,hospital,,,Sheema,-0.57945886,30.37442399,,,,,,
Markom Pharmacy,8684524123,pharmacy,,,Kampala,0.36246882,32.58829233,Bahai Road,,,,,
Gayatri Pharmacy,4043422955,pharmacy,,,Jinja,0.43045503,33.21313622,"Lady Alice Muloki Road, Jinja Central Division",,,,,
Capacities For Health Pharmacy,3998656327,pharmacy,,,Namayingo,0.34327720,33.87642069,"Main Street Namayingo, Namayingo Town Council",,,,,
Good Choice Drug Shop,3958426626,pharmacy,,,Bukedea,1.19524267,34.09240306,Kachumbala,,,,,
St. Jeremiah Drug Shop,5789318252,doctors,Private,operational,Adjumani,3.38093322,32.01812493,,,,,0,
Jersey Medical Centre,4105119546,clinic,,,Kampala,0.25462659,32.60589835,"salaama Road, Kampala",,,,,
Midas Care (u) Limited,4124066943,pharmacy,,,Kampala,0.31432150,32.57703434,kampala,,,,,
HEALTH CENTRE II,11007309042,hospital,,,Kitagwenda,0.12475445,30.45153247,,,,,,
KANYUM,11056452305,clinic,,,Kumi,1.38511382,33.91539419,,,,,,
Kaluba Health Centre III,5723256,clinic,,,Mayuge,0.39088398,33.52645008,,,,,,
LOROO HC II,11151230045,hospital,,,Amudat,2.20778814,34.89870979,,,,,,
BBAKA,11001694505,clinic,,,Kyotera,-0.67443018,31.68146252,,,,,,
TROPICAL HEALTH CLINIC,11056451936,clinic,,,Iganga,0.60935443,33.47585147,,,,,,
MAKIRO HC III,1070452,hospital,,,Kanungu,-0.89924037,29.77533962,,,,,,
Bushenyi health CIV,9857391217,hospital,,,Bushenyi,-0.54049994,30.19043804,Kk street,,,,,
Clinic,6750035913,clinic,Ministry Of Health,operational,Kanungu,-0.90836508,29.61346168,,,,,2,
MPOMA,11010338284,clinic,,,Mukono,0.30882062,32.77793213,,,,,,
KAMUKUZI DIVISION COUNCIL HC II,11007285483,hospital,,,Mbarara,-0.59663271,30.65874603,,,,,,
KALOWANG,11066741294,hospital,,,Nebbi,2.55055417,31.04895950,,,,,,
Gildt Clinic,4121620275,clinic,,,Kampala,0.34375187,32.59304420,kampala,,,,,
GLOBE CLINIC,11010338115,hospital,,,Kampala,0.27356734,32.58776452,,,,,,
IBUGA PRISONS,11001734169,clinic,,,Kasese,0.32636436,30.25174403,,,,,,
Cathy Mercy Drug Shop,3955077827,clinic,,,Mbale,1.08358147,34.15953280,"Wandawa Cell, mbale",,,,,
Lifecare Clinic,8280279733,doctors,private,,Kisoro,-1.29451223,29.60740148,,,,,1,
IBUN BAZ HEALTH UNIT II,11056452113,clinic,,,Iganga,0.62691192,33.50462034,,,,,,
The People's Clinic,4069755457,doctors,,,Iganga,0.61676303,33.48122687,Northern Division,,,,,
KISAMBA HC II,9720227,clinic,,,Kasese,0.29963900,30.06762186,,,,,,
AROI,11054940356,hospital,,,Arua,3.11076789,30.89738384,,,,,,
NYONDO CLINIC,11010338016,hospital,,,Kampala,0.31430658,32.58832015,,,,,,
intra health,10017934051,clinic,,,Mbale,1.07174354,34.19459396,,,,,,
KAKUNDI HC II,9592997,clinic,,,Rakai,-0.61019077,31.24686453,,,,,,
Onered Clinic,6210374903,clinic,Community,yes,Kyegegwa,0.38438993,31.09565164,,,,,4,
MAIRO HEALTH CENTRE III,11056452249,clinic,,,Buyende,1.27198528,33.19597570,,,,,,
ST JUDE DISPENSARY,11066741209,hospital,,,Madi Okollo,2.78630986,31.03093564,,,,,,
Rela Drugshop,10583475411,clinic,private,,Hoima,1.41722958,31.38101722,Hoima,,,,,
MEDICAL AND EYECARE UNIT,11056438798,clinic,,,Jinja,0.59129009,33.31563793,,,,,,
Ebenezer Clinic,3953776279,clinic,,,Manafwa,1.00346598,34.33456337,Kaato,,,,,
SITE FOR KATUULO HEALTH CENTRE II,11001694727,hospital,,,Lwengo,-0.47446890,31.26917204,,,,,,
BWASE HEALTH CENTRE II,3108562,clinic,,,Jinja,0.65351499,33.16420594,,,,,,
KAWOLO,11010338500,hospital,,,Buikwe,0.36845015,32.94257895,,,,,,
NSAMBYA POLICE,11010338439,clinic,,,Kampala,0.31046163,32.59049517,,,,,,
KATWE CENTRAL,11010338329,hospital,,,Kampala,0.29858213,32.57416689,,,,,,
God's Glory Clinic,8632128798,doctors,private,,Zombo,2.36642798,30.87451239,,,,,1,
ALADO H/L II,11073166740,hospital,,,Apac,1.89673203,32.43372006,,,,,,
IMC Clinic,8435293717,clinic,,,Wakiso,0.24998092,32.56091628,Entebbe Road,,,,,
MWIZI HEALTH CENTRE III,5603676,hospital,,,Rwampara,-0.76983812,30.60158665,,,,,,
Joint Pharmacy,8684522633,pharmacy,,,Kampala,0.38197225,32.57719217,Gayaza Road,,,,,
MAKINDYE DOM,11010338512,hospital,,,Kampala,0.28331994,32.58159032,,,,,,
HEALTH CENTRE III PADWOLT PADYERE,11066741234,hospital,,,Nebbi,2.51061742,31.20027607,,,,,,
Maternity Clinic,605253836,doctors,,,Kampala,0.33400598,32.62854239,,,,,,
Bubeke HC III,4716337,clinic,Ministry of Health,,Kalangala,-0.32032897,32.57857309,,,,,,
BUWENGE HEALTH CENTRE,11056452365,clinic,,,Jinja,0.64741673,33.17264484,,,,,,
St. Nicolas Clinic,8963738673,clinic,private,,Kampala,0.34929666,32.56861916,,,,,4,
Drug shop,5215672030,pharmacy,Refugee,,Yumbe,3.37987492,31.30861669,,,,,,
ALONI HEALTH CENTRE II,4038002,hospital,,,Oyam,2.49645812,32.62606713,,,,,,
Christ Jesus Reigns Medical Services,10583475426,clinic,private,,Hoima,1.42284378,31.34052333,Hoima,,,,,
Aisha Medical Centre,8684522922,pharmacy,,,Kampala,0.39269950,32.58048475,Gayaza Road,,,,,
AID INFORMATION CENTRE,11007285489,hospital,,,Mbarara,-0.60796312,30.66719113,,,,,,
St Francis Nagala Hospital,2079955527,hospital,,,Mukono,0.61258297,32.82162196,,,,,,
HEALTH CENTRE II,11001694634,clinic,,,Rakai,-0.77586177,31.20901127,,,,,,
KASESE NH,11001734025,hospital,,,Kasese,0.17768952,30.07743079,,,,,,
MASESE PORT,11056452454,clinic,,,Jinja,0.43740907,33.24040079,,,,,,
NYANTABOOMA HEALTH CENTRE II,11001734007,clinic,,,Kabarole,0.74245260,30.29882795,,,,,,
Glory Land Drug shop,10026557462,clinic,,,Mbale,1.05653307,34.16055103,,,,,,
Lucy Health Care,6288776628,clinic,Lucy,Operational,Isingiro,-0.77080170,30.95667826,,,,True,,
KINYARUGONJO,11029992984,clinic,,,Kagadi,1.09015079,30.93512923,,,,,,
Citronate Pharmacy,9147833039,pharmacy,private,,Kampala,0.37899668,32.57655456,Kanyanya,,,,4,
Elshaddai Pharmacy,3210406648,pharmacy,,,Luwero,0.83297070,32.49926193,,,,,,
Bwambale Bernard Drug Shop,10147636118,pharmacy,private,operational,Bundibugyo,0.68338323,30.07185330,,,,,,
RAKAI HEALTH SCIENCE PROGRAMME,11001654285,hospital,,,Kyotera,-0.53838561,31.62159042,,,,,,
KOLOLO JOINT CLINIC,11010338522,clinic,,,Kampala,0.33960978,32.58588094,,,,,,
Angel's Health Care,4089998416,doctors,,,Kampala,0.36591697,32.55483479,"Lugoba Road, kampala",,,,,
Avicenna Dental Center,3943791191,clinic,,,Mbale,1.07663966,34.17561289,"17, Palisa Road, Mbale",,,,,
BUSIRIBA HEALTH CENTRE II,3720721,clinic,,,Kamwenge,0.39622694,30.47138183,,,,,,
Mobile Clinic,5215672051,clinic,RMF,,Yumbe,3.37358992,31.32215238,,,,,,
KYANKWANZI UC,11010338526,hospital,,,Kyankwanzi,1.19925174,31.78514448,,,,,,
Kulikulinga Health Centre III,7576269,clinic,Government of Uganda,,Yumbe,3.34363652,31.24709235,,,,,,
Kyakuwa Clinic,3328436510,clinic,,,Kampala,0.30232749,32.61866114,,,,,,
Passy Drug Shop,10583475483,pharmacy,private,,Hoima,1.43811326,31.34500823,Hoima,,,,,
OUR LADY FATUMA,11029992814,clinic,,,Mubende,0.56560676,31.39678166,,,,,,
PRESBETARIAN HEALTH UNIT,11056452202,clinic,,,Budaka,1.14521277,33.96188233,,,,,,
RWESHANDE H/C 11,11007309053,hospital,,,Kiruhura,-0.34003466,30.91132605,,,,,,
KIBIRI HEALTH CENTRE II,9448012,clinic,,,Kasese,0.11047939,30.01481939,,,,,,
Mummy's Pharmacy,8465151422,pharmacy,,,Wakiso,0.39722556,32.63860344,,,,,,
GOLI H/C II,11066741216,hospital,,,Nebbi,2.38851136,31.02850288,,,,,,
Mahapa Clinic,3955147959,clinic,,,Sironko,1.17313708,34.36376835,"Bumasifwa Road, Buhugu",,,,,
Rock pharmacy,4102399381,doctors,,,Kampala,0.28484402,32.60841216,"Ggaba Road, kampala",,,,,
HEALTH CENTRE II,11001478429,clinic,,,Kanungu,-0.92365836,29.69209953,,,,,,
KASULE,11029992990,hospital,,,Kyegegwa,0.52379649,31.17425395,,,,,,
Waibuga Health Centre II,4050080880,hospital,,,Luuka,0.63359137,33.38474227,Waibuga,,,,,
Kakoro Health Center III,4173589,hospital,,,Butebo,1.17747287,34.05591412,,,,,,
St. R Bridget Drug Shop,5789318199,doctor,,operational,Adjumani,3.21796824,31.65120829,,,,,1,
Meddi Clinic,8963738670,clinic,private,,Kampala,0.34725324,32.56686667,,,,,2,
BITOOMA,11007285454,hospital,,,Bushenyi,-0.42531231,30.17493135,,,,,,
PANYIMUR,11066741290,hospital,,,Pakwach,2.24795749,31.31658160,,,,,,
